datetime,Ia (A),Ib (A),Ic (A),Pa (kW),Pb (kW),Pc (kW),Ptot (kW),VAa (kVA),VAb (kVA),VAc (kVA),VAtot (kVA)
2024-12-15 13:05:00,2.866888888888889,2.857333333333333,2.849777777777778,1.0258311111111111,0.0,0.8735055555555555,1.8993486666666668,0.0,0.0,0.0,0.0
2024-12-15 13:06:00,2.794888888888889,2.7928888888888888,2.7820000000000005,1.0001208888888888,0.0,0.8479554444444446,1.8473957777777776,0.0,0.0,0.0,0.0
2024-12-15 13:07:00,2.901333333333334,2.8993333333333333,2.8896666666666664,1.0388472222222225,0.0,0.8848225555555553,1.9236662222222225,0.0,0.0,0.0,0.0
2024-12-15 13:08:00,2.9588888888888896,2.952555555555556,2.943888888888889,1.057969,0.0,0.9017624444444444,1.9597318888888888,0.0,0.0,0.0,0.0
2024-12-15 13:09:00,2.9237777777777785,2.921444444444445,2.911333333333334,1.0505725555555556,0.0,0.8868142222222224,1.9373855555555557,0.0,0.0,0.0,0.0
2024-12-15 13:10:00,2.6640449438202247,2.6666292134831457,2.656404494382022,0.951655168539326,0.0,0.8030984269662922,1.754518426966292,0.0,0.0,0.0,0.0
2024-12-15 13:11:00,2.880777777777777,2.880111111111112,2.869111111111112,1.0333518888888888,0.0,0.8709705555555556,1.9043222222222225,0.0,0.0,0.0,0.0
2024-12-15 13:12:00,3.0734444444444446,3.072,3.0628888888888883,1.099476111111111,0.0,0.9438182222222222,2.0432946666666663,0.0,0.0,0.0,0.0
2024-12-15 13:13:00,2.870114942528736,2.866321839080461,2.858965517241379,1.0294440229885056,0.0,0.8698477011494252,1.8997247126436785,0.0,0.0,0.0,0.0
2024-12-15 13:14:00,2.838555555555556,2.832333333333333,2.819888888888889,1.0181427777777778,0.0,0.8557206666666664,1.8738553333333332,0.0,0.0,0.0,0.0
2024-12-15 13:15:00,2.7182222222222228,2.7191111111111117,2.7075555555555555,0.9756105555555554,0.0,0.8217664444444444,1.7974736666666669,0.0,0.0,0.0,0.0
2024-12-15 13:16:00,2.6519101123595505,2.650561797752809,2.6425842696629216,0.955348426966292,0.0,0.7987029213483148,1.7538561797752803,0.0,0.0,0.0,0.0
2024-12-15 13:17:00,2.370344827586208,2.386666666666667,2.3687356321839093,0.8621058620689657,0.0,0.710928735632184,1.5754410344827583,0.0,0.0,0.0,0.0
2024-12-15 13:18:00,2.4147777777777777,2.416666666666667,2.409555555555556,0.8724604444444446,0.0,0.7244751111111113,1.5969365555555557,0.0,0.0,0.0,0.0
2024-12-15 13:19:00,2.459777777777778,2.459888888888889,2.4546666666666663,0.8882333333333333,0.0,0.740669888888889,1.6289024444444449,0.0,0.0,0.0,0.0
2024-12-15 13:20:00,2.3552222222222223,2.351888888888889,2.3472222222222223,0.8555276666666667,0.0,0.7016273333333333,1.5571552222222222,0.0,0.0,0.0,0.0
